,id,english,translated
4058,667556,It is produced in the liver of our body by the nature .,<unk> এটা ফলে আমাদের শরীরের জীবনের জীবনের অভাব সাথে ৷ শোষিত
4059,667557,The Samadhishwar Temple in Chittor Fort had a place among the important temples .,<unk> গড়-মুক্তেশ্বরে মন্দির শান্তিপূর্ণ জীর্ণ মহত্বপূর্ণ মহত্বপূর্ণ ৷ ׀
4060,667558,The ruler of Kashgar once attacked Kashmir with a large army.,<unk> ভীম শাসক দর্শকরা ঢাকনা পৌঁছেছিল। দিয়ে
4061,667559,"When youâ€™re in a store, avoid making eye contact or smiling at salespeople who appear to be persistent or aggressive.",<unk> কিরণ বা পিছন পিছন পিছন থেকে থেকে বেরিয়ে যায়। হয়।
4062,667560,The residents of Madras are of straight and simple nature and are naturally pro to the guest .,<unk> সুখ হল হল ভূটানের ভূটানের এবং এবং পিকনিক ׀ ׀
4063,667561,This is why do not forget to look at it on going to Rome .,<unk> এটা ঠিক ঠিক করার না প্রয়াস ৷ করবেন না <pad> ৷ <pad> <pad> <pad> <pad> <pad> <pad> <pad>
4064,667562,For this the villagers shall be trained properly .,<unk> এর জন্য জন্য সতর্ক সতর্ক করানো করা উচিত ৷
4065,667563,From Bay of Bengal and Arabian Sea they move towards interior parts of the country and become a reason for rain .,<unk> নিরাশা থেকে থেকে পশ্চিমে থেকে বয়ে শুরু যায় করে ৷ ৷
4066,667564,"It is said that to imbibe Seeta back inside , earth torn apart here only , wherefrom her birth took place .",<unk> বলা হয় হয় যে যে রাম রাম মাতা মাতা মিত্র মিত্র মিত্র মিত্র মিত্র মিত্র মিত্র
4067,667565,"On localizing cow dung fertilizer , improvement is seen in the accumulation and preservation of ground water in the layers of madua .",<unk> মাটির মাটির অংশে ফসফরাস ফলে তথা অধিক জলসেচযুক্ত জলসেচযুক্ত পাওয়া অভাবের যায় ফলে উত্পাদন উর্বরতার করা প্রভাব হয়
4068,667566,As the day started to pass by we came back to the island .,<unk> সকালে থেকে আবার ফেরত্ নেমে নেমে গিয়েছিল ৷ ৷
4069,667567,"Consequently , disturbance in the genetic construction of the person and the continuation of the disease of increased production of homocystin generation by generation .",<unk> রাইজোবিয়াম আর আর ৫৫ মহামারীর ফলে বিভিন্ন ৫৫ ধরনের ক্ষতিকারক শ্রমিক রোগের সম্প্রচারের সংখ্যা মধ্যে কমে দায়ী ৷
4070,667568,"The only recorded primary account regarding this campaign was written in the Yuga Purana. However, this text was written as a forthcoming prophecy of an impending conflict.","<unk> এই স্টেডিয়ামে হিন্দী হিন্দী সাহিত্যের ভাষা উল্লেখ হিসাবে করা উল্লেখ হয়েছিল, করা এই ভূমিকার ছবিটিকে আগে বিবরণ দেয়।"
4071,667569,Did you just miss a sale on a large item purchase?,<unk> আপনি কি কি একটি
4072,667570,These gardens are our vigilant today in protecting the environment .,<unk> এই সারা পৃথিবীতে বিশ্বে পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা পাহারা
4073,667571,Late Pandit Ram Sahay was born in 1830 in Kashi .,<unk> ফিরোজ খ্রিষ্টাব্দে জন্ম ফিরোজ ১৮৬০ ঠাকুর জন্মগ্রহণ প্রতিষ্ঠিত করা হয়। হয়।
4074,667572,"Hussain had his maximum number of film appearances in 2015 as he had releases in English, Hindi, Bengali and his first Tamil and Marathi movies.",<unk> কর্মজীবনের সালে মৃত্যুর তাঁর পর তিনি তিনি অভিনেতা অভিনেতা অভিনেতা এবং এবং ছবিতে চলচ্চিত্রে অভিনয় অভিনয় করেন।
4075,667573,"Great fighters like Duryodhan , Karn , Shakuni etc. defeated in the war .","<unk> ঢোল , , , জাহাঙ্গীর , , লাফ , , সিদ্ধার্থ , , ভজন সিদ্ধার্থ , , কান"
4076,667574,Can reach there by climbing 100 stairs together or through a narrow mettled road .,<unk> গড়বা ঢাকনা থেকে থেকে ২১ পৌঁছানো কিমি. দূরে রাস্তা নিতে নিতে পারেন পারে ৷
4077,667575,Seeing it any one can get hallucinated that it is a powerful big fish .,<unk> মনে মধ্যেও পারে যে যে হল এক এক ভাগে পেয়ালা পাওয়া ৷ যায়
4078,667576,could you please tell me what is the weather predication for this week,<unk> আমাকে বলতে বলতে পারেন পারেন
4079,667577,"Delhi's arts and crafts include, Zardozi, an embroidery done with gold thread, and Meenakari, the art of enamelling.",<unk> গ্রীক এবং এবং দৃশ্যটিকে দৃশ্যটিকে দৃশ্যটিকে দৃশ্যটিকে সজ্জিত সজ্জিত করে। করে।
4080,667578,Full of floating islands and industries the beautiful Dal lake is among the major lakes of India .,<unk> উত্তরাঞ্চলে এবং হিমাচল ও প্রদেশের সবথেকে সবথেকে সবথেকে প্রসিদ্ধ প্রসিদ্ধ ׀ ׀
4081,667579,Now some steps have been taken for the beautification of Bikaner .,<unk> এখন এখন কিছু দলকে হয়েছে ছিল ৷
4082,667580,The proliferation of characters started increasing after the ban on stop duty in Britain in 1855 .,<unk> ১৮৫৫ ১৮৫৫ সালে সালে হওয়াতে যুদ্ধ শুরু পেল পেল । ।
4083,667581,Navigational channels provide transportation links to all five basins.,<unk> লেপ্টোপিরা ভাইস ল্যাবরেটরি থেকে কেন্দ্রের
4084,667582,After inhaling pull the hands towards the front and straighten the legs towards the back .,<unk> নিশ্বাস পর ধীরে ধীরে ধীরে ৷ রাখুন
4085,667583,This restaurant is famous for its unique environment of its surroundings and decoration .,<unk> এই জন্য জন্য এই খুবই জন্য গুরুত্বপূর্ণ ৷ ৷
4086,667584,You can give food to child in small amounts .,<unk> খাবার খাবার খেতে সাহায্য পারেন করবেন ৷ ৷
4087,667585,"Animal fat , along with the bad cholestrol , reduces the blood flow towards the mind and the heart .","<unk> জান্তব , সাথে , সাথে মিশে মিশে যায় যায় ৷"
4088,667586,"Tritiya (third day) commemorates the worship of Chandraghanta the name derived from the fact that after marrying Shiva, Parvati adorned her forehead with the Ardha Chandra (lit. half-moon).",<unk> অমর হ্যায় পরম কবি কবি থেকে থেকে বঞ্চিত ছয় করে টা টা পরা শ্রীঙ্গেরি হয়েছিল।
4089,667587,"The temple dates to 220 BCE, although the present structure probably dates to the 9th century CE.","<unk> খ্রিষ্টপূর্ব মন্দিরগুলি মন্দিরগুলি অব্দের, থেকে এই খ্রিস্টীয় সময়কালে দুর্গটি আসেন। আসেন।"
4090,667588,Travellers dumbfounded by this mishap were left trapped here .,<unk> লেবুর এখান কাছেই দিয়ে যান
4091,667589,"Susima was still in Takshashila, having been unsuccessful in suppressing the rebellion.",<unk> বুদ্ধ পর্বতমালায় ভর্তি উপস্থিত হয়েছে। হয়েছে।
4092,667590,The weight is measures in proportion to the height to check the correct B. M. I.,<unk> এই বি.এম.আই জানার জানার পরিমাণ তুলনা থাকে। করা
4093,667591,There is proposal to give training to governmental and non - governmental doctors of Indian Medical Methodology working in rural areas by this their information regarding treatment and diseases related to maternal child welfare can be updated .,<unk> কার্যরত কার্যরত ইংরেজী অনুযায়ী মহামারীর কার্যরত জন্য এবং কার্যরত এবং এবং সামাজিক পারে মহামারীর জন্য উদ্দেশ্য মাতৃ এবং
4094,667592,Besides these many other birds can also be seen here .,<unk> এছাড়াও ক্যাব এখানে বংশগতও আসামে পাওয়া পাওয়া যায় ৷ ৷
4095,667593,is it going to snow today,<unk> আজ কি তুষারপাত
4096,667594,when was albert einstein born,<unk> কখন জন্মগ্রহণ হয়েছিল হয়েছিল <pad>
4097,667595,what bands are playing in town this weekend,<unk> এই শহরে সপ্তাহন্ত ঘটছে
4098,667596,olly send bob and email,<unk> ইমেইল পড়ুন পাঠান
4099,667597,The Tirumukkudal inscription shows that a hospital was named after Vira Chola.,<unk> এডওয়ার্ড বিবরণে নামেই পালদের একটি ছোট ছিল। ছোট
4100,667598,What is the current holding in my APY account with PRAN number 860518790537 ??,<unk> আমার আমার পি পি ওয়াই ওয়াই অ্যাকাউন্টের অ্যাকাউন্টের কত? কত? <pad>
4101,667599,"In December, a video of the couple was released, in which both were sitting with their then two children.",<unk> ১৯৯১ সালে সুখী শুরু করা করা হয়েছে যে যে তিনি তারা তারা সুখী গ্রেপ্তার
4102,667600,The biggest Shiv Ling of the country is seated in Harihar Dham .,<unk> হরিহর ধামে ধামে চতুর্থ অবস্থিত গ্রাম রয়েছে আছে ৷
4103,667601,"To encourage rural tourism , the tourism department has prepared a ` Village Tourism Scheme ` .",<unk> পর্যটন স্টেট কেন্দ্র পর্যটন হল কেন্দ্র একটি ৷
4104,667602,"Among the birds found in Kanchenjunga National Park are Monal and tragopan pheasant , herial and snow cocks .",<unk> স্যাডলপিক রাষ্ট্রীয় রাষ্ট্রীয় উদ্যানের উদ্যানের মধ্যে আর্দ্র মিলিত আর হয় বাঁচায় ׀ ׀ <pad>
4105,667603,have i received any emails with tracking numbers,<unk> আমি আমার কোনো সাথে আপডেট যুক্ত করেছি
4106,667604,These coupons can only be used once and often expire by the end of the regular sale week.,"<unk> এই ঔষধ ভয়াবহ কাটানো লাগাতে কাটানো পারে, যেতে । পারে।"
4107,667605,Due to the reason of polio the growth of the child stops .,<unk> ধুমপানের ফলে ফলে শিশুর শিশুর ক্ষমতা ক্ষমতা কমে থাকে ৷ ৷
4108,667606,In April 1626 he got the first church made .,<unk> প্রথম খ্রিষ্টাব্দে রাজা তিনি রাজা মৃত্যু হয়। হয়।
4109,667607,The association of other factors with CTS and IMNCT is a source of notable debate.,<unk> অন্যান্য অন্যান্য অন্যান্য এবং এবং অন্যান্য বৈদ্য গুরুত্বপূর্ন ও উৎস।
4110,667608,Sandy land:- The land where sand and other elements are in the ratio 3:4 or the land which has 10-20 hundred portion of smooth soil is called sandy soil.,<unk> বালুময় বা অন্যান্য অন্যান্য পশু ছোট কেটে ছোট উঠেছে বালুময় যা বালুময় অন্যান্য করা চটচটে হয়। বালুময়
4111,667609,was it windy yesterday,<unk> রাত
4112,667610,"Students from all over the world come here for higher education facilities on subjects like humanism , social science , fine arts , music , dance , performing arts , education , agriculture , science and rural reconstruction etc .","<unk> ইংরাজী , বিকাশের বেল জন্য সাংস্কৃতিক সাংস্কৃতিক মঞ্চ অনুষ্ঠান সাংস্কৃতিক , এবং সাংস্কৃতিক , মঞ্চ সাংস্কৃতিক এবং সাংস্কৃতিক"
4113,667611,By following the rules of health the treatment of the dangerous disease like cancer also is possible in the present times .,<unk> হামের ওষুধের ওষুধের ফলে ছানির চিকিত্সা চিকিত্সা করা করা হয় হয় ׀ ׀
4114,667612,The lake is fed by springs and snow melt from the adjacent mountains.,<unk> গুহাটি গুহাটি গুহাটি নৌকা এবং আকাশপথে আকাশপথে দ্বারা
4115,667613,On an average 40-50 k.g fruits can be obtained from one plant .,<unk> ৫০ কি.গ্রা. কি.গ্রা. কি.গ্রা. কি.গ্রা. কি.গ্রা. কি.গ্রা. ৷ ৷
4116,667614,Not only in sports but in the matter of personality development and during motivational workshops as well the inclusion of laughter is must because after a good laugh the attention of the person becomes more concentrated and becomes centred on the subject again .,<unk> খেলাধূলাতেই খেলাধূলাতেই বিষয়ক আর মহামারীর প্রেরণাত্মক তদন্ত প্রেরণাত্মক করা প্রেরণাত্মক হয় কালের না হাসির আর ফলে হাসির প্রেরণাত্মক
4117,667615,"Nux vomica - 30 : Presence of gas sometime after meal , stomach ache , feeling heaviness of stomach and burning sensation in chest .","<unk> গুহ্যদেশের : পেটে ব্যাথা জ্বালা , জ্বালা জ্বালা , , জ্বালা , , জ্বালা জ্বালা ইত্যাদি , ওষুধ"
4118,667616,Generally it is beneficial to take that food which has more iron .,<unk> এটাই রোগীদের যে চেয়ে বেশি বেশি ৷ ৷
4119,667617,call me a taxi to the airport at five am,<unk> আমাকে আমাকে যাওয়ার ট্রেনের জন্য রাইড একটি দিন দিন
4120,667618,North Button Island was established in 1979 in an area of 0.44 square kilometre in the North Button island of the Andaman district .,<unk> নর্থ দ্বীপ উত্তরে অবস্থিত স্থাপিত রয়েছে হেমিস ׀ ׀
4121,667619,"The state collected a variety of taxes — customs-levy, prostitution-levy, market-tax etc.",<unk> রাষ্ট্র রাষ্ট্র আছে। শিল্পের
4122,667620,Please use mobile number 8427873389 to register on Co-WIn platform,<unk> মোবাইল খানের মোবাইল ব্যবহার নম্বর করুন
4123,667621,Turn off notifications for offers and rewards in PhonePe .,<unk> ওলা এবং এবং পুরস্কারের চালু চালু করুন করুন
4124,667622,"If you need help, tap the ""Navigate"" button and let your navigation app help you.",<unk> আপনার আপনার হাতের হাতের সঙ্গে জড়িয়ে জড়িয়ে দিন। দিন।
4125,667623,please activate my vacuum cleaner,<unk> দয়া
4126,667624,On route we could also see famous ancient temples .,<unk> এখানে এখানে আমরা আমরা কিছুই দেখি ৷ ৷
4127,667625,Do not forget to keep a small pouch to keep money and cards .,<unk> ভাজা বাঁধা না দেন না দেবেন ৷ ৷
4128,667626,Why does hysteria arise ?,<unk> হিস্টিরিয়া কেন
4129,667627,Around 12-15 kgs/acre seeds are sown for fodder.,<unk> বীজের বীজের জন্য জন্য । ।
4130,667628,please set dinner plans at seven p. m. for every friday in april,<unk> বারোটা সতেরো জন্য করুন বুধবারের অনুস্মারক জন্য সেট সেট করুন করুন
4131,667629,28 pounds oil is required for 2 pounds of oil .,<unk> তেলের তেলের জন্য জন্য উপযুক্ত। ।
4132,667630,Basically the temple was built on a large platform .,<unk> সোলাঙ্কি মঠের মন্দির ছিল ছিল ।
4133,667631,Ray found that his script had been copyrighted and the fee appropriated by Michael Wilson.,"<unk> ঔরঙ্গজেব তিনি বলা ০০০ হয়েছে যে, যে, তিনি তিনি রূপান্তরের বিবাহ বিষয়টি হন। চিহ্নিত"
4134,667632,find me a podcast about animals,<unk> আমাকে আমাকে আমাকে দাও বলুন
4135,667633,It was established as a holiday in 1995.,<unk> এটি সালে প্রতিষ্ঠিত প্রতিষ্ঠিত হয়েছিল। হয়েছিল। <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>
4136,667634,For example periods and complete development of sexual organs in 2-4 years old girls .,<unk> বয়স এবং মেয়েদের মেয়েদের মেয়েদের মেয়েদের মেয়েদের মেয়েদের মেয়েদের মেয়েদের জন্ম অত্যাচার ছিটিয়ে করে ৷ ৷
4137,667635,Contraceptives have helped in making life of women simple .,<unk> অনেক মহিলারা মহিলারা জনতার শারীরিক সুখশান্তি সক্রিয় । করে
4138,667636,The area of Dachigam National Park is 141 square kilometres .,<unk> মেরিন বিমানবন্দরও জেলায় ׀ অবস্থিত
4139,667637,Then after removing dirt clean with any antiseptic lotion and apply antibiotic cream .,<unk> তারপর পর চুল চুল খাওয়ার খাওয়ার সাথে সাথে যুক্ত করে ৷ ৷
4140,667638,Srinivasa Kalyanam is performed in the temples to remind us of these hoary Vedic traditions behind a Hindu marriage.,<unk> ভগবান শিবের শিবের মন্দিরে কাছে ভগবান শিবের শিবের উপস্থিতির অনুষ্ঠান। পূজা করেছিলেন। করেছিলেন।
4141,667639,"You should make one abstain from making the child urinate before sleeping , not giving water before sleeping , meat , vinegar , chutney .",<unk> পেটে খাবার খাবার শাঁস পারে থেকে ৷ খেতে
4142,667640,Many times due to less information or carelessness the diagnosis of breast cancer is done late .,<unk> অনেক জটিলতার অভাবে অভাবে বা বা মৃত্যুর মৃত্যুর হার ক্যানসার পড়ে হয় ৷
4143,667641,clear my entire calendar,<unk> আমার মুছে
4144,667642,This is mainly the residing place of resident and migratory words .,<unk> এটা হল হল ক্ষেত সৌন্দর্যের আর প্রতীক ৷ ৷
4145,667643,I wanted to check if the Delhi University was an approved AICTE institute in the academic year 2007-2008 ?,<unk> আমি শিক্ষাবর্ষে অফিসে 2004-2005 লটারির শিক্ষাবর্ষে একটি নতুন পডক্যাস্ট প্রতিষ্ঠান
4146,667644,"The dams and reservoirs in Kerala include Solaiyar Dam, Kakkayam Dam, Idamalayar Dam, Peringalkuthu Dam, and Kakki Reservoir.",<unk> ব্যাঙ্গালোরের এবং ও পারভানি পারভানি ও ও অ্যাডভেঞ্চার রাজস্থানে কেন্দ্রগুলি অ্যাডভেঞ্চার রয়েছে। রয়েছে।
4147,667645,"For this if you eat roti , rice , potato , yam etc and do a little abstinence from white sugar , jaggery , sugar , then it will be better .","<unk> এর জন্য জন্য বাদাম বাদাম , বাদাম শুজ , তরমুজ ৷ নিন"
4148,667646,the irritation arising due to the reason of mania disorder is the most serious and many times proves very dangerous .,<unk> ক্যানসার আক্রান্ত হওয়ার হওয়া ফলে হয় ৷ আর
4149,667647,tell company their service is bad,<unk> বাংলাদেশ
4150,667648,"Akhtar then played Milkha Singh in the biopic 'Bhaag Milkha Bhaag', earning him the Filmfare Award for Best Actor.",<unk> এরপর ভাগ’ ‘ভাগ ছবিতে মিলখা মিলখা ছবিতে ছবিতে ছবির করেন। পুরস্কার
4151,667649,hey olly can you please make me a creamy coffee,<unk> আরে তুমি তুমি কি কফি
4152,667650,This new generation had participated in the fight for swaraj and learned to do work in scarcity and problems .,<unk> এই নতুন নতুন নতুন আর্থিক আর্থিক নতুন নতুন এবং তথ্য জাগিয়ে বদলাতে দেওয়া পারে হয়েছে । ।
4153,667651,Face of patient starts becoming yellow due to deficiency of blood in body .,<unk> শরীরে ফলে বেশি শরীরে পরিমাণে ৷ মিশে
4154,667652,The Siwalik Range which forms the southern foothills of the Himalayas slopes down into a boulder bed called 'bhabhar'.,<unk> নদী নদী পশ্চিমে পশ্চিমে প্রবাহিত প্রবাহিত হয় ঢালু দিয়ে পশ্চিমে অগ্রসর অগ্রসর হয়। হয়।
4155,667653,i have to be in hawaii for this upcoming event can you add this,<unk> কি আপনাকে আমার অংশগ্রহন সপ্তাহান্তে
4156,667654,"It has protein , vitamins and minerals which is beneficial for health .",<unk> এটা ও হল ভালো উপকারী ৷ ৷
4157,667655,Therefore in the hilly areas of India we have started strawberry cultivation .,<unk> এই এই অঞ্চলগুলিতে স্ট্রবেরির পরবর্তী চাষ ঘটনা রয়েছে থাকে ৷ ৷
4158,667656,Both states of happiness and sadness are not normal .,<unk> শ্রমের মধ্যে মধ্যে মাতৃ ৷ ৷
4159,667657,"Prepare tasty and nutritious food for children , then the child will take interest in the food for sure .",<unk> ঠান্ডার সময় জন্য শিশুর পুষ্টিকর পক্ষে খাবার দুধ খাওয়া খেতে রাখুন ৷ ৷
4160,667658,Everyone has seen Diana `s acting talent in `` Cocktail `` .,<unk> হিন্দী ছবিতে ভূমিকায় লেখা হয়েছে হয়েছে ৷ ৷
4161,667659,Are there any nearby vaccination center for people of age 18+ years providing COVISHIELD vaccine in district Nainital ?,<unk> ধানবাদ জে্লার ১৮+ বছর বছর বয়সের বয়সের জন্য জন্য কোনো কর্বেভ্যাক্স টিকাদান কেন্দ্র আছে আছে?
4162,667660,can you turn up the lights,<unk> কি?
4163,667661,In the oceans of Andaman a little away from Indian water area is Phuket .,<unk> বিহারে থেকে অবস্থিত গ্যাংটক দূরে দূরে অবস্থিত অবস্থিত রয়েছে ׀ ׀
4164,667662,"Online advertising has become something that the increasingly Internet-reliant society has become used to, as well as more aware of.",<unk> গবেষণায় বলেছেন যে যে কিছু পুরুষদের বিপদের সাথে জন্য একাধিক করেছেন। করেছেন।
4165,667663,"It also stipulated the share of water when the utilisable flow was in excess of 28,000,000 acre-feet (35 km3).",<unk> এর জল জল ছিল ছিল যখন এটি
4166,667664,The water remains very cold .,<unk> গরম জল ৷ ׀
4167,667665,"After the success , he is now training the women .",<unk> সফলতা পর হওয়ার প্রারম্ভ মহিলাদেরকে । ।
4168,667666,"Look in a business sector you're familiar with, especially if you're new to investing.",<unk> আপনার আপনার দোকানগুলিতে অসুবিধা দেয়। করুন।
4169,667667,"The correct use of full stop , comma , question mark , exclamatory signs should be there .","<unk> টেবিল , চিত্রিত অর্থবিরাম , ইত্যাদি পেঁয়াজ ইত্যাদি ইত্যাদি চিহ্নের ইত্যাদি কাজে খাবে। খাবে।"
4170,667668,The effect of intoxication reduces from ` cocE ` .,<unk> কান্ডের থেকে নাম এসেছে ছিল ৷
4171,667669,"In 1885, Leh became the headquarters of a mission of the Moravian Church.",<unk> পৌরসভা পৌরসভা (পণ্ডিচেরি) তত্ত্বাবধানে একটি দাও উপনিবেশে
4172,667670,By walking in sun if fever has come then by eating cold watermelon kept in refrigerator there is benefit .,<unk> রোদে রোদে তরমুজ খেলে খেলে রোদে উপকার পাওয়া পাওয়া যায় যায় ৷ ৷
4173,667671,can you drop a beat for me,<unk> আপনি জন্য একটি বলতে পার? পারেন
4174,667672,At last the huge gate located on the Wagha Border is opened .,<unk> এলাহাবাদের থেকে অবস্থিত ১৩ রয়েছে কিলোমিটার ৷ ৷
4175,667673,Agriculture was the backbone of the rural Maratha economy.,<unk> পঞ্চদশ শতাব্দীতে শতাব্দীতে ছিলেন শাসিত ছিলেন। হয়েছিল।
4176,667674,"The equestrian tradition probably goes back to the Greco-Bactrians, who are said by Polybius to have faced a Seleucid invasion in 210 BC with 10,000 horsemen.","<unk> বাহিনীর বাহিনীর কাছে সাথে তুলনা তুলনা করা করা হয় কাটা, ছুরি সহিত সহিত একজন কাটা, টালির সহিত সহিত"
4177,667675,"Tharoch is an extremely important area for tourism from where we can establish good records in many times of journeys on foot , camp life and environment tourism .",<unk> দিল্লী হল হল বেড়ানোর জন্য জন্য বিখ্যাত বিখ্যাত ৷ ৷
4178,667676,Its activities remained limited to the states which have green revolution .,<unk> এর এর গুণ সাথে করে যুক্ত ফেলেছে করেছে ৷ ৷
4179,667677,order me a bowl from chipotle take-out,<unk> আমাকে আউট দিনাজপুর আউট আউট করুন
4180,667678,Kashmir University located in Srinagar is the main university in the territory.,<unk> উত্তরপ্রদেশের উত্তরপ্রদেশের ভৌগোলিক দপ্তর শহর অবস্থিত। অবস্থিত।
4181,667679,jump to the next podcast,<unk> নদীকে চালাও যান
4182,667680,It ends on the day of Dusherra .,<unk> এটা নয়টা সমাপ্ত
4183,667681,"Along with that it is very important to exercise daily , encourage children towards physical activity , stop them from watching TV for more than 2 hours , and give them nutritious diet instead of junk food .","<unk> গর্ভধারণের বিশেষজ্ঞ জন্য খাওয়া জাঙ্ক হয় ড্রাগ , থেকে বাচ্চার বাচ্চার ফুড স্বাস্থ্য জন্য ও খাওয়ান বাচ্চার স্বাস্থ্য"
4184,667682,After a sad event of 1857 the English army captured the Red Fort .,<unk> পরে ষষ্ঠ রাজা ভক্ত রাজা ঠাকুর রাজা বানায় ভেসে ৷ গিয়েছিল
4185,667683,The bad odor in mushroom comes because of corola+alkaloids.,<unk> পরজীবির মানে কাজে লাগে।
4186,667684,In advancing age often excrescence forms in the womb .,<unk> বাড়ন্ত মৃত্যু মৃত্যু হয় ৷ ৷
4187,667685,Sometime a change related to the decrease or increase in the quantity of blood occurs .,<unk> আলসার বা বা ফোঁড়া দেরী বা করে ফলে ׀
4188,667686,Its size can be increased or decreased according to its place while doing the page makeup .,<unk> এর বা গোলাপের সরল অনুয়ায়ী অনুয়ায়ী ক্ষতি করা করা যেতে যেতে পারে পারে ৷ ৷
4189,667687,The swang written on her life story became so successful that later any swang written in the same manner came to be called nautanki and this story reached the near by districts .,<unk> এই বিষয়ে বিষয়ে তাঁর এই বিষয়ে তিনি গভীরভাবে যে জানে এবং ইমারত আমি আঁকা প্যারিসে প্যারিসে প্যারিসে বিষয়ে
4190,667688,This was an enjoyable and interesting trip .,<unk> এটি সেটি একটা পরিণত । হয়েছিল।
4191,667689,date of joining,<unk> ভক্তি
4192,667690,Nehrukund reminds us of the first prime minister of India Jawahar Lal Nehru .,<unk> কপিল প্রথম ডঃ প্রথম প্রথম খ্যাতি অংশ ছিল জাগিয়ে । ছিল
4193,667691,In this matter even our heart is not behind .,<unk> এই অবস্থায় ড্রামা ধর্ম ৷
4194,667692,Those findings counter the theory that the individuals died in a single catastrophic event.,<unk> এন.ডি.টিভি-র বলেন সদস্যরা স্যাম একজন একজন মামলার মামলার মামলার মধ্যে সম্মুখীন একটি। <pad>
4195,667693,It was trapped by a bird catcher and sold to a Brahmin.,<unk> এটি এবং একটি একটি একটি সস্তা
4196,667694,The samadhis of Afzal Khan and his bodyguard who failingly attempted to kill Shivaji by trick are also located in Pratapgarh Fort .,<unk> আদি রাজা রাজা রাজা রাজা শিবাজী শিবাজী কৃষ্ণের পুত্র পুত্র কুরুক্ষেত্র উপাধি আছে ׀ ׀
4197,667695,Chandragupta began expanding his empire southwards beyond the Vindhya Range and into the Deccan Plateau.,<unk> হর্ষ কাসিম দাক্ষিণাত্যের ও অশ্বারোহী পরাস্ত পরাস্ত করেন।
4198,667696,"One of these deaths was James Hutchinson, a physician helping to treat the population of the city.",<unk> এর এই একটি এই এই ধারণার ছিল মধ্যে একটি মধ্যে
4199,667697,"Students choose from one of three streams, namely liberal arts, commerce, or science.",<unk> গানের মধ্যে অর্থ বিন্দু বা বা গ্রামটি একজন। ঘিরে।
4200,667698,In fact the exact meaning of food security is the availability of cheap and nutritious food within the reach of everyone .,<unk> ভাজা ভাজা আহারের ভাজা জন্য এবং প্রত্যেকেরই খাদ্য পুষ্টিকর এবং পদার্থকে পুষ্টিকর ভাজা ৷ প্রদান
4201,667699,"Many times blood also starts flowing heavily , the reason of occurrence of both these complications together is soreness in genitals .",<unk> এই রোগে রোগে হার্ট আক্রান্ত ব্যাথা হয়ে হয় যায় ৷ ৷
4202,667700,This problem may occur in some due to mental tension .,<unk> ইহার ব্যাক্তিদের অনেক লক্ষণ লক্ষণ হতে হতে পারে পারে ৷ ৷
4203,667701,Cave number nineteen is also called Amrit cave .,<unk> আঠারো হল নম্বর আরেক গুহা । ׀
4204,667702,"Areca nut plantations can be seen all over the state, especially around the road from Guwahati to Shillong.",<unk> নিকটবর্তী থেকে এলাকার সারাদিনের পাদদেশ থেকে থেকে শিলং আসা সড়কের কাছাকাছি যায়। পাওয়া
4205,667703,Most subsequent Chalukya inscriptions are dated in this new era.,<unk> সাম্প্রতিক বিশ্বের বিশ্বের নতুন উদাহরণ। করা
4206,667704,Very soon research on sustainable agriculture began in various research centers of the country .,<unk> কৃষকেরা কৃষকেরা দেশের কৃষি চাষের চাষে ফলে নির্ভর টেলিভিশনের করে সূচনা
4207,667705,play all the programs pertaining to rock songs on the radio,<unk> টিভিতে রেডিওতে টক চালাও চালাও
4208,667706,Facelift is a very precise cosmetic surgery .,<unk> মাইগ্রেন হল একটি খুবই ভালো
4209,667707,"Often, donor support can focus on HPAI control alone, while similar diseases such as Newcastle disease, acute fowl cholera, infectious laryngotracheitis, and infectious bursal disease still affect poultry populations.","<unk> প্রায়শই, দাতাদের বিকার বিকার প্রভৃতি ঘটাতে হতে সংক্রামক পারে। সংক্রামক সংক্রামক <pad> এবং <pad> একই <pad> রোগগুলি <pad>"
4210,667708,There is a 20 metre high pillar here .,<unk> কাছেই প্রায় প্রায় মিটার প্রায় দূরত্বে ১৪ কিলোমিটার কি.মি. দূরত্বে দূরত্বে অবস্থিত আসেন । ।
4211,667709,"Among the super deluxe hotels in Kolkata are Hindustan International , Hyatt Regency , Taj Bengal , ITC Sonar Bangla , Sheraton Towers , Park Hotel , Grand Oberoi , Radisson etc .","<unk> কোলকাতায় ডিলাক্স ডিলাক্স ডিলাক্স ডিলাক্স ডিলাক্স ডিলাক্স রিজেন্সী রিজেন্সী , , শেরটন শেরটন ওবেরয় শেরটন ইত্যাদি শেরটন শেরটন"
4212,667710,IUD should not be used by that woman who is pregnant or who has the doubt that she is pregnant .,<unk> ভ্রম বলা বলা হয় হয় যে যে
4213,667711,The Polish believe it is the memories of any country that keeps it alive .,<unk> ভুটানের বিষয়ে সেই এটা প্রয়াস হল ৷
4214,667712,"He got out worried , and then itself Munna questioned , ` Grandmom , you didn `t tell why the bird was sullen `` .","<unk> তিনি , মহল , , আচ্ছা আমি এতটাই এতটাই জানাই দিন না , । কিন্তু"
